SpeciesName,CommonName
Solidago rugosa var. celtidifolia,Hackberry-Leaf Goldenrod
Solidago rugosa var. rugosa,Wrinkle-Leaf Goldenrod
Solidago sempervirens var. mexicana,Southern Seaside Goldenrod
Solidago speciosa var. rigidiuscula,Slender Showy Goldenrod
Solidago speciosa var. speciosa,Showy Goldenrod
Solidago sphacelata,"Autumn Goldenrod, Limestone Goldenrod, False Goldenrod"
Solidago stricta,"Wand Goldenrod, Willow-Leaf Goldenrod"
Solidago tarda,Sandhill Goldenrod
Solidago tortifolia,"Twist-Leaf Goldenrod, Leafy Pineywoods Goldenrod"
Solidago uliginosa,Northern Bog Goldenrod
Solidago ulmifolia,Elm-Leaf Goldenrod
Soliva sessilis,"Lawn Burweed, Field Burweed"
Soliva stolonifera,Carpet Burweed
Sonchus asper,"Spiny-Leaf Sow-Thistle, Prickly Sow-Thistle, Spiny Sow-Thistle"
Sonchus oleraceus,Common Sow-Thistle
Sonchus tenerrimus,Slender Sow-Thistle
Sophronanthe hispida,Rough Hedge-Hyssop
Sophronanthe pilosa,"Shaggy Hedge-Hyssop, Hairy Hedge-Hyssop"
Sorghastrum elliottii,"Slender Indian Grass, Long-Bristle Indian Grass"
Sorghastrum nutans,"Yellow Indian Grass, Indian-Reed"
Sorghastrum secundum,Lopsided Indian Grass
Sorghum bicolor var. bicolor,"Broom-Corn, Milo, Grain Sorghum, Sorgo, Black-Amber"
Sorghum bicolor var. drummondii,"Shatter-Cane, Sudan Grass, Chicken-Corn"
Sorghum halepense,Johnson Grass
Sparganium americanum,American Bur-Reed
Spartina alterniflora,"Smooth Cordgrass, Saltmarsh Cordgrass, Saltwater Cordgrass"
Spartina cynosuroides,"Big Cordgrass, Giant Cordgrass"
Spartina patens,"Salt-Meadow Cordgrass, Saltmarsh-Hay, Marsh-Hay Cordgrass"
Spartina spartinae,Gulf Cordgrass
Spergula arvensis,Corn Spurry
Spergularia salina,"Saltmarsh Sand-Spurry, Salt Sand-Spurry"
Spermacoce assurgens,"Woodland False Buttonweed, Bushy Buttonweed"
Spermacoce glabra,"Smooth False Buttonweed, Smooth Buttonweed"
Spermacoce tenuior,"Slender False Buttonweed, Slender Buttonweed"
Spermolepis divaricata,"Rough-Fruit Scale-Seed, Forked Scale-Seed"
Spermolepis echinata,"Bristly-Fruit Scale-Seed, Beggar’s-Lice"
Spermolepis inermis,"Spreading Scale-Seed, Red River Scale-Seed"
Sphagneticola trilobata,"Bay Biscayne Creeping-Oxeye, Singapore-Daisy, Creeping-Daisy"
Sphenoclea zeylanica,"Chicken-Spike, Gooseweed"
Sphenopholis filiformis,"Longleaf Wedgescale, Southern Wedgegrass"
Sphenopholis intermedia,"Slender Wedgescale, Slender Wedgegrass"
Sphenopholis nitida,"Shiny Wedgescale, Shiny Wedgegrass"
Sphenopholis obtusata,"Prairie Wedgescale, Prairie Wedgegrass"
Sphenopholis pensylvanica,"Swamp-Oats, Swamp Wedgescale, Swamp False Oats, Marsh False Oats"
Spigelia alabamensis,Alabama Pinkroot
Spigelia gentianoides,"Gentian Pinkroot, Purple-Flower Pinkroot"
Spigelia marilandica,"Indian-Pink, Woodland Pinkroot, Worm-Grass"
Spiraea cantoniensis,"Reeves' Spirea, Double Bridal-Wreath Spirea, Reeves’ Meadowsweet"
Spiraea japonica var. fortunei,"Fortune’s Meadowsweet, Pink Japanese Spirea, Fortune’s Spirea"
Spiraea prunifolia,Bridal-Wreath Spirea
Spiraea thunbergii,"Baby's Breath Spirea, Thunberg’s Meadowsweet, Thunberg’s Spirea Spiraea ×Vanhouttei (Briot) Carrière"
Spiranthes cernua,Nodding Ladies’-Tresses
Spiranthes eatonii,Eaton’s Ladies’-Tresses
Spiranthes floridana,Florida Ladies’-Tresses
Spiranthes lacera var. gracilis,Southern Slender Ladies’-Tresses
Spiranthes laciniata,"Lace-Lip Ladies’-Tresses, Lace-Lip Spiral Orchid"
Spiranthes longilabris,"Giant Spiral Ladies’-Tresses, Long-Lip Ladies’-Tresses, Giant Spiral Orchid"
Spiranthes lucida,"Shining Ladies’-Tresses, Wide-Leaf Ladies’-Tresses"
Spiranthes magnicamporum,"Great Plains Ladies’-Tresses, Prairie Ladies’-Tresses"
Spiranthes odorata,"Marsh Ladies’-Tresses, Fragrant Ladies’-Tresses"
Spiranthes ovalis var. erostellata,"October Ladies’-Tresses, Lesser Ladies’-Tresses, Northern Oval Ladies'-Tresses"
Spiranthes ovalis var. ovalis,Southern Oval Ladies’-Tresses
Spiranthes praecox,"Grassleaf Ladies’-Tresses, Green-Vein Ladies’-Tresses"
Spiranthes tuberosa,"Little Ladies’-Tresses, Little Pearl-Twist"
Spiranthes vernalis,"Spring Ladies’-Tresses, Twisted Ladies’-Tresses"
Spirodela oligorrhiza,"Dotted Duckmeat, Dotted Duckweed, Lesser Greater Duckweed"
Spirodela polyrrhiza,"Common Duckmeat, Greater Duckweed, Giant Duckweed"
Sporobolus clandestinus,"Hidden Dropseed, Rough Dropseed"
Sporobolus compositus var. compositus,"Tall Dropseed, Composite Dropseed"
Sporobolus compositus var. drummondii,"Meadow Dropseed, Drummond's Dropseed"
Sporobolus curtissii,"Curtiss's Dropseed, Pineland Dropseed"
Sporobolus indicus,"Smut Grass, Black-Seed"
Sporobolus jacquemontii,"American Rat’s-Tail, West Indian Dropseed, Giant Rat's-Tail Grass, Whorled Dropseed"
Sporobolus junceus,"Pineywoods Dropseed, Sandhill Dropseed"
Sporobolus teretifolius,Wire-Leaf Dropseed
Sporobolus vaginiflorus var. ozarkanus,"Ozark Dropseed, Southern Rush Grass"
Sporobolus vaginiflorus var. vaginiflorus,"Poverty Dropseed, Poverty Grass, Sheathed Dropseed, Sheathed Rush Grass"
Sporobolus virginicus,"Seashore Dropseed, Coastal Dropseed"
Stachys cordata,"Heartleaf Hedge-Nettle, Nuttall's Hedge-Nettle"
Stachys crenata,"Mouse’s-Ear, Shade Betony"
Stachys eplingii,Epling’s Hedge-Nettle
Stachys floridana,"Florida Betony, Florida Hedge-Nettle, Chinese-Artichoke, Rattlesnake-Weed"
Stachys palustris,"Marsh Woundwort, Marsh Hedge-Nettle"
Stachys tenuifolia,Smooth Hedge-Nettle
Stachytarpheta jamaicensis,"Blue Porterweed, Light-Blue Snakeweed, Jamaican-Vervain"
Staphylea trifolia,American Bladdernut
Stegnogramma burksiorum,Alabama Streak-Sorus Fern
Steinchisma hians,"Gaping Grass, Gaping Panicgrass"
Stellaria corei,"Tennessee Starwort, Tennessee Chickweed"
Stellaria fontinalis,"American Water Starwort, Water Stitchwort"
Stellaria media,Common Chickweed
Stellaria pallida,Lesser Chickweed
Stellaria pubera,"Star Chickweed, Giant Chickweed, Great Chickweed"
Stenanthium densum,"Osceola's-Plume, Crow-Poison, Black Death-Camas, Black-Snakeroot"
Stenanthium gramineum var. gramineum,"Eastern Featherbells, Featherfleece, Common Featherbells"
Stenanthium gramineum var. micranthum,"Small Featherbells, Tiny-Flower Featherbells"
Stenanthium gramineum var. robustum,"Giant Featherbells, Bog Featherbells, Giant Featherfleece"
Stenanthium leimanthoides,"Pinebarren Death-Camas, Poison-Camas"
Stenotaphrum secundatum,"St. Augustine Grass, Charleston Grass"
Stewartia malacodendron,Silky-Camellia
Stewartia ovata,"Mountain-Camellia, Wild Camellia"
Stillingia aquatica,"Corkwood, Water Toothleaf"
Stillingia sylvatica,"Queen’s-Delight, Queen’s-Root, Yaw-Root"
Stipulicida setacea,"Pineland Scaly-Pink, Wire-Plant"
Stokesia laevis,Stokes’-Aster
Strophostyles helvula,"Trailing Wild Bean, Trailing Fuzzy-Bean, Annual Sand-Bean, Amberique-Bean"
Strophostyles leiosperma,"Slick-Seed Fuzzy-Bean, Small Wild Bean, Smooth-Seed Wild Bean, Small-Flower Sand-Bean"
Strophostyles umbellata,"Pink Fuzzy-Bean, Pink Wild Bean, Perennial Sand-Bean"
Stuckenia pectinata,"Sago Pondweed, Fennel-Leaf Pondweed, Sago False Pondweed"
Stylisma aquatica,"Water Dawnflower, Water Southern Morning-Glory"
Stylisma humistrata,"Southern Dawnflower, Trailing Morning-Glory"
Stylisma patens ssp. angustifolia,Narrowleaf Dawnflower
Stylisma patens ssp. patens,"Coastal-Plain Dawnflower, Common Dawnflower"
Stylisma pickeringii,"Pickering’s Dawnflower, Pickering’s Morning-Glory"
Stylophorum diphyllum,"Celandine-Poppy, Woods-Poppy"
Stylosanthes biflora,Side-Beak Pencil-Flower
Styrax americanus,"American Snowbell, American Storax"
Styrax grandifolius,"Bigleaf Snowbell, Bigleaf Storax, Large-Leaf Storax"
Suaeda linearis,"Annual Seepweed, Southern Sea-Blite"
Symphoricarpos orbiculatus,"Coralberry, Indian-Current"
Symphyotrichum adnatum,Scale-Leaf Aster
Symphyotrichum chapmanii,"Savannah Aster, Chapman’s Aster"
Symphyotrichum concolor,Eastern Silvery Aster
Symphyotrichum cordifolium,"Heartleaf Aster, Blue Wood Aster"
Symphyotrichum divaricatum,"Midwestern Annual Aster, Lawn Aster, Slim Aster"
Symphyotrichum drummondii,"Drummond’s Aster, Hairy Heartleaf Aster"
Symphyotrichum dumosum,"White Bushy Aster, Rice-Button Aster, Long-Stalk Aster"
Symphyotrichum elliottii,"Elliott’s Aster, Marsh Aster, Southern Swamp Aster"
Symphyotrichum ericoides,"White Heath Aster, Squarrose White Aster"
Symphyotrichum georgianum,Georgia Aster
Symphyotrichum kralii,"Pale-Violet Aster, Kral’s Aster"
Symphyotrichum laeve var. concinnum,Narrowleaf Smooth Aster
Symphyotrichum laeve var. laeve,"Smooth Blue Aster, Smooth Aster"
Symphyotrichum laeve var. purpuratum,Gulf Coast Smooth Aster
Symphyotrichum lanceolatum var. latifolium,White Panicled Aster
Symphyotrichum lateriflorum,"Calico Aster, Starved Aster, Farewell-Summer"
Symphyotrichum novae-angliae,New England Aster
Symphyotrichum oblongifolium,"Aromatic Aster, Oblong-Leaf Aster, Shale-Barren Aster"
Symphyotrichum ontarionis,"Ontario Aster, Bottomland Aster"
Symphyotrichum oolentangiense,"Sky-Blue Aster, Azure Aster"
Symphyotrichum patens var. gracile,Slender Clasping Aster
Symphyotrichum patens var. patens,"Late Purple Aster, Common Clasping Aster"
Symphyotrichum phlogifolium,"Phlox-Leaf Aster, Appalachian Clasping Aster, Thin-Leaf Purple Aster"
Symphyotrichum pilosum var. pilosum,"Frost Aster, White Old-Field Aster"
Symphyotrichum pilosum var. pringlei,Pringle’s Aster
Symphyotrichum praealtum,Willow-Leaf Aster
Symphyotrichum pratense,"Barrens Silky Aster, Prairie Aster"
Symphyotrichum priceae,"Price's Aster, Lavender Old-Field Aster"
Symphyotrichum puniceum var. puniceum,"Purple-Stem Aster, Swamp Aster"
Symphyotrichum puniceum var. scabricaule,Rough-Stem Aster
Symphyotrichum racemosum,"Small White Aster, Fragile-Stem Aster"
Symphyotrichum shortii,"Short’s Aster, Midwestern Heartleaf Aster"
Symphyotrichum subulatum,"Annual Saltmarsh Aster, Seaside Aster"
Symphyotrichum tenuifolium,Perennial Saltmarsh Aster
Symphyotrichum undulatum,Wavy-Leaf Aster
Symphyotrichum urophyllum,"Arrowleaf Aster, Sword-Leaf Aster"
Symplocos tinctoria,"Common Sweet-Leaf, Horse-Sugar, Dye-Bush"
Synandra hispidula,Guyandotte-Beauty
Syngonanthus flavidulus,"Yellow Hatpins, Bantam-Buttons"
Taenidia integerrima,Yellow-Pimpernel
Tagetes erecta,"Aztec Marigold, Common Marigold, African Marigold"
Tagetes lucida,"Sweet-Scented Marigold, Spanish Tarragon, Mexican Tarragon"
Tagetes minuta,"Mexican Marigold, Muster John Henry, Stinking Roger"
Tagetes patula,French Marigold
Talinum paniculatum,"Jewels-Of-Opar, Panicled Fameflower"
Tanacetum parthenium,Feverfew
Taraxacum erythrospermum,"Red-Seed Dandelion, Rock Dandelion"
Taraxacum officinale,Common Dandelion
Tarenaya hassleriana,"Common Spider-Flower, Pink-Queen, Grandfather's-Whiskers"
Tarenaya spinosa,Spiny Spider-Flower
Taxodium ascendens,Pond-Cypress
Taxodium distichum,Southern Bald-Cypress
Tephrosia ×intermedia,Intermediate Hoary-Pea
Tephrosia chrysophylla,Scurf Hoary-Pea
Tephrosia cinerea,Ashen Hoary-Pea
Tephrosia florida,Florida Hoary-Pea
Tephrosia hispidula,"Sprawling Hoary-Pea, Rusty Hoary-Pea"
Tephrosia mohrii,"Pineland Hoary-Pea, Dwarf Goat's-Rue"
Tephrosia onobrychoides,Multi-Bloom Hoary-Pea
Tephrosia spicata,"Spiked Hoary-Pea, Loose-Flower Goat’s-Rue, Hairy Devil’s-Shoestring"
Tephrosia virginiana,"Virginia Goat’s-Rue, Rabbit’s-Pea, Turkey-Pea, Devil’s-Shoestring"
Ternstroemia gymnanthera,"Japanese Cleyera, Sakaki"
Tetragonotheca helianthoides,"Pineland Squarehead, Pineland-Ginseng, Pineland Nerve-Ray"
Tetrapanax papyriferus,"Rice-Paper-Plant, Tong Cao, Tung-Tsau"
Teucrium canadense var. canadense,"American Germander, Wood-Sage"
Teucrium canadense var. hypoleucum,"Dixie Germander, Nash’s Germander"
Thalassia testudinum,"Turtle-Grass, Caribbean Sea-Grass"
Thalia dealbata,"Powdery Alligator-Flag, Powdery Thalia"
Thalictrum dasycarpum,Purple Meadow-Rue
Thalictrum debile,"Southern Meadow-Rue, Trailing Meadow-Rue"
Thalictrum dioicum,Early Meadow-Rue
Thalictrum macrostylum,"Piedmont Meadow-Rue, Small-Leaf Meadow-Rue, Reclined Meadow-Rue"
Thalictrum mirabile,Little Mountain Meadow-Rue
Thalictrum pubescens,"Tall Meadow-Rue, Late Meadow-Rue, King-Of-The-Meadow"
Thalictrum revolutum,"Waxy-Leaf Meadow-Rue, Skunk Meadow-Rue, Waxy Meadow-Rue"
Thalictrum thalictroides,"Rue-Anemone, Windflower"
Thaspium barbinode,Hairy-Joint Meadow-Parsnip
Thaspium chapmanii,Chapman’s Meadow-Parsnip
Thaspium trifoliatum var. aureum,Yellow Meadow-Parsnip
Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip
Thelesperma filifolium,Stiff Greenthread
Thelypteris palustris var. pubescens,Eastern Marsh Fern
Thermopsis mollis,"Allegheny Mountain Golden-Banner, Appalachian Golden-Banner"
Thermopsis villosa,"Aaron's-Rod, Carolina Bush-Pea, Carolina-Lupine, Blue Ridge Golden-Banner"
Thlaspi arvense,Field Pennycress
Thunbergia alata,Black-Eyed-Susan-Vine
Thymelaea passerina,"Mezereon, Spurge-Flax"
Thymophylla tenuiloba,"Dahlberg-Daisy, Golden-Fleece, Bristle-Leaf Pricklyleaf"
Tiarella cordifolia var. collina,"Southern Foamflower, Wherry’s Foamflower, False Miterwort"
Tilia americana var. caroliniana,"Carolina Basswood, Southern Basswood"
Tilia americana var. heterophylla,"White Basswood, Mountain Basswood, Linden-Tree"
Tillandsia recurvata,"Small Ball-Moss, Bunch-Moss"
Tillandsia usneoides,"Spanish-Moss, Old-Man’s-Beard"
Tipularia discolor,"Cranefly Orchid, Crippled-Cranefly"
Torilis arvensis,"Spreading Hedge-Parsley, Field Hedge-Parsley, Spreading Bur-Parsley"
Torilis nodosa,"Knotted Hedge-Parsley, Knotted Bur-Parsley"
Toxicodendron pubescens,Poison-Oak
Toxicodendron radicans,Eastern Poison-Ivy
Toxicodendron vernix,"Poison-Sumac, Thunderwood, Swamp-Sumac"
Trachelospermum difforme,"Climbing-Dogbane, American Star-Jasmine"
Tradescantia ernestiana,"Ernest’s Spiderwort, Woodland Spiderwort"
Tradescantia fluminensis,"White-Flower Wandering-Jew, Small-Leaf Spiderwort, Green Wandering-Jew, Inch-Plant, White-Flower Spiderwort, Wandering-Willy, Speedy-Jenny, Trailing Spiderwort"
Tradescantia hirsuticaulis,Hairy-Stem Spiderwort
Tradescantia hirsutiflora,Hairy-Flower Spiderwort
Tradescantia ohiensis,"Ohio Spiderwort, Blue-Jacket, Smooth Spiderwort"
Tradescantia pallida,"Purple-Heart, Purple-Queen"
Tradescantia roseolens,"Longleaf Spiderwort, Sandhill Spiderwort"
Tradescantia subaspera,"Zigzag Spiderwort, Wide-Leaf Spiderwort, Broad-Leaf Spiderwort"
Tradescantia virginiana,"Virginia Spiderwort, Widow’s-Tears, Job’s-Tears"
Tragia cordata,"Heartleaf Noseburn, Twining Noseburn"
Tragia smallii,"Small’s Noseburn, Gulf Coast Noseburn"
Tragia urens,"Wavy-Leaf Noseburn, Southeastern Noseburn"
Tragia urticifolia,Nettle-Leaf Noseburn
Tragopogon dubius,"Yellow Goat’s-Beard, Yellow Salsify, Western Salsify"
Trautvetteria caroliniensis,Carolina Tassel-Rue
Trepocarpus aethusae,White-Nymph
Triadenum tubulosum,Lesser Marsh St. John’s-Wort
Triadenum virginicum,Virginia Marsh St. John’s-Wort
Triadenum walteri,"Greater Marsh St. John’s-Wort, Walter’s Marsh St. John’s-Wort"
Triadica sebifera,"Chinese Tallow-Tree, Popcorn-Tree"
Triantha racemosa,"Coastal False Asphodel, Coastal-Plain Bog-Asphodel"
Trianthema portulacastrum,"Desert Horse-Purslane, Giant-Pigweed, Black-Pigweed"
Tribulus terrestris,"Puncture-Vine, Devil's-Thorn, Puncture-Weed, Goat’s-Head"
Trichostema brachiatum,"Glade Bluecurls, False Pennyroyal, Fluxweed"
Trichostema dichotomum,"Forked Bluecurls, Common Bluecurls, Bastard-Pennyroyal"
Trichostema setaceum,Narrowleaf Bluecurls
Tridens ambiguus,"Pinebarren Fluffgrass, Flatwoods Fluffgrass"
Tridens carolinianus,Carolina Fluffgrass
Tridens chapmanii,"Chapman’s Redtop, Chapman’s Fluffgrass, Chapman’s Tridens"
Tridens flavus,"Purple-Top, Tall Redtop, Grease Grass, Purple-Top Tridens"
Tridens strictus,"Longspike Fluffgrass, Longspike Tridens"
Trifolium angustifolium,"Narrowleaf Clover, Narrowleaf Crimson Clover"
Trifolium arvense,Rabbit-Foot Clover
Trifolium campestre,"Field Clover, Low Hop Clover, Hop-Trefoil"
Trifolium carolinianum,"Carolina Clover, Wild White Clover"
Trifolium dubium,"Suckling Clover, Least Hop Clover, Small Hop Clover, Lesser Trefoil"
Trifolium hybridum,Alsike Clover
Trifolium incarnatum,Crimson Clover
Trifolium lappaceum,"Lappa Clover, Burdock Clover, Bur Clover"
Trifolium nigrescens,"Ball Clover, Small White Clover"
Trifolium pratense,Red Clover
Trifolium reflexum,Buffalo Clover
Trifolium repens,"White Clover, Dutch White Clover, Ladino Clover"
Trifolium resupinatum,"Persian Clover, Reversed Clover"
Trifolium vesiculosum,Arrowleaf Clover
Triglochin striata,"Three-Rib Arrowgrass, Southern Arrowgrass"
Trilisa odoratissima,"Vanilla-Leaf, Deer's-Tongue"
Trilisa paniculata,Hairy Chaffhead
Trillium alabamicum,"Alabama Least Trillium, Alabama Wakerobin"
Trillium catesbaei,"Catesby’s Trillium, Rosy Wakerobin, Bashful Trillium, Bashful Wakerobin"
Trillium cuneatum,"Little-Sweet-Betsy, Whippoor-Will-Flower, Large Toadshade"
Trillium decipiens,"Deceiving Trillium, Deceptive Trillium, Chattahoochee River Wakerobin, Chattahoochee Trillium"
Trillium decumbens,"Trailing Trillium, Decumbent Trillium, Trailing Wakerobin"
Trillium flexipes,"Bent White Trillium, Bent Trillium, Nodding Wakerobin, Drooping Trillium"
Trillium grandiflorum,"Great White Trillium, Large-Flower Trillium, Large-Flower Wakerobin, White Wakerobin"
Trillium lancifolium,"Lance-Leaf Trillium, Lance-Leaf Wakerobin, Narrowleaf Trillium"
Trillium luteum,"Yellow Trillium, Yellow Wakerobin, Lemon-Scented Trillium"
Trillium maculatum,"Spotted Trillium, Spotted Wakerobin, Mottled Trillium"
Trillium recurvatum,"Prairie Trillium, Prairie Wakerobin, Bloody-Butcher, Purple Wakerobin"
Trillium reliquum,"Relict Trillium, Confederate Wakerobin, Confederate Trillium"
Trillium rugelii,"Southern Nodding Trillium, Ill-Scented Wakerobin"
Trillium sessile,"Toadshade Trillium, Sessile Trillium, Toad Trillium, Sessile Toadshade, Sessile-Flower Wakerobin"
Trillium stamineum,"Twisted Trillium, Blue Ridge Wakerobin, Propeller Trillium, Propeller Toadshade"
Trillium sulcatum,"Southern Red Trillium, Barksdale’s Trillium, Furrowed Wakerobin"
Trillium underwoodii,"Underwood’s Trillium, Long-Bract Wakerobin"
Trillium vaseyi,"Vasey’s Trillium, Sweet-Beth, Sweet Wakerobin"
Triodanis biflora,Small Venus’-Looking-Glass
Triodanis perfoliata,Clasping Venus’-Looking-Glass
Triosteum angustifolium,"Yellow-Fruit Horse-Gentian, Yellow Horse-Gentian, Smooth Lesser Horse-Gentian, Yellow-Leaf Tinker's-Weed"
Triosteum perfoliatum,"Feverwort, Perfoliate Horse-Gentian, Late Horse-Gentian"
Triphora trianthophora,"Three-Birds Orchid, Nodding Pogonia, Nodding Ettercap"
Triplasis americana,"Perennial Sandgrass, Southern Sandgrass"
Triplasis purpurea,Purple Sandgrass
Tripleurospermum inodorum,"Scentless Mayweed, Scentless Chamomile, False Mayweed, False Chamomile"
Tripsacum dactyloides,"Eastern Gamma Grass, Eastern Mock Grama"
Trisetum interruptum,Prairie False Oat
Tristagma uniflorum,"Spring Star-Flower, Star-Of-Bethlehem, Spring-Star"
Triticum aestivum,"Bread Wheat, Common Wheat"
Triumfetta rhomboidea,"Diamond Bur-Bark, Bur-Bush, Chinese Burr"
Tsuga canadensis,"Eastern Hemlock, Canadian Hemlock"
Tulipa gesneriana,"Didier's Tulip, Garden Tulip"
Typha angustifolia,Narrowleaf Cat-Tail
Typha domingensis,Southern Cat-Tail
Typha latifolia,"Broadleaf Cat-Tail, Common Cat-Tail, Reed-Lace"
Ulmus alata,Winged Elm
Ulmus americana,"American Elm, White Elm"
Ulmus parvifolia,Chinese Elm
Ulmus rubra,"Slippery Elm, Red Elm"
Ulmus serotina,"September Elm, Southern Red Elm"
Uniola paniculata,Sea-Oats
Urena sinuata,Bur-Mallow
Urochloa adspersa,"Dominican Signalgrass, Dominican Liverseed Grass"
Urochloa deflexa,"Guinea Millet, Deflexed Signalgrass, Deflexed Brachiaria"
Urochloa fusca,"Brown-Top Signalgrass, Brown-Top Liverseed Grass"
Urochloa mutica,"Para Grass, Para Liverseed Grass"
Urochloa piligera,"Wattle Signalgrass, Wattle Liverseed Grass"
Urochloa plantaginea,"Plantain Signalgrass, Plantain Liverseed Grass"
Urochloa platyphylla,"Broadleaf Signalgrass, Broadleaf Liverseed Grass"
Urochloa ramosa,"Brown-Top Millet, Dixie Signalgrass, Dixie Liverseed Grass"
Urochloa reptans,"Sprawling Signalgrass, Sprawling Liverseed Grass"
Urochloa texana,"Texas Millet, Texas Signalgrass, Texas Liverseed Grass"
Urtica chamaedryoides,"Heartleaf Nettle, Weak Nettle, Slim Stinging Nettle, Clustered Nettle"
Urtica dioica,"European Stinging Nettle, Great Nettle, Bull Nettle"
Urtica gracilis,"American Stinging Nettle, Slender Nettle, California Nettle"
Urtica urens,"Dwarf Nettle, Burning Nettle, Dog Nettle, Small Nettle"
Utricularia biflora,"Two-Flower Bladderwort, Longspur Creeping Bladderwort"
Utricularia cornuta,Horned Bladderwort
Utricularia floridana,"Florida Yellow Bladderwort, Florida Bladderwort"
Utricularia foliosa,"Leafy Bladderwort, Flatstem Bladderwort"
